Contrast,Energy,Homogeneity,Correlation,Dissimilarity,ASM,Area,Perimeter,Epsilon,IsConvex,Class
0.4585774058577406,0.9641990244538339,0.9849869611425746,0.9119072784735985,0.07001394700139468,0.9296797587577249,2.0,5.656854152679443,0.5656854152679444,1.0,0
0.3311366806136681,0.9834111188385809,0.9917782034614171,0.8418917454644549,0.04564156206415621,0.9670974286553495,0.0,0.0,0.0,0.0,0
0.397629009762901,0.9633325306524876,0.9852577141956071,0.9227945147232646,0.06478382147838216,0.9280095646133258,2.0,5.656854152679443,0.5656854152679444,1.0,0
0.24745467224546724,0.9854309433033904,0.9923730028277066,0.8508426953348596,0.037935843793584376,0.9710741440198098,0.0,0.0,0.0,0.0,0
0.30247559274755925,0.981990445887942,0.9913579026311956,0.8752165417982469,0.04518828451882845,0.9643052358151993,0.0,2.8284270763397217,0.2828427076339722,0.0,0
0.18981868898186888,0.9843977047094595,0.9949590605523672,0.924149159574101,0.027266387726638773,0.9690388410372524,0.0,0.0,0.0,0.0,0
0.14327057182705716,0.9884122344583731,0.995181013913944,0.9124684834617373,0.022698744769874473,0.9769587452269939,0.0,0.0,0.0,0.0,0
0.21997907949790796,0.9838338894100195,0.9924471924523229,0.9038598842251137,0.0344142259414226,0.9679291219516465,18.0,17.313708305358887,1.7313708305358888,0.0,0
0.33441422594142256,0.9666301440149683,0.9917106435791059,0.9406098433899318,0.0455020920502092,0.9343738353183983,0.0,0.0,0.0,0.0,0
0.3322175732217574,0.9704723031400929,0.9891557500884475,0.9212735684771043,0.050104602510460255,0.9418164911620365,2.0,5.656854152679443,0.5656854152679444,1.0,0
0.4585774058577406,0.9641990244538339,0.9849869611425746,0.9119072784735985,0.07001394700139468,0.9296797587577249,2.0,5.656854152679443,0.5656854152679444,1.0,0
0.18981868898186888,0.9843977047094595,0.9949590605523672,0.924149159574101,0.027266387726638773,0.9690388410372524,0.0,0.0,0.0,0.0,0
0.21997907949790796,0.9838338894100195,0.9924471924523229,0.9038598842251137,0.0344142259414226,0.9679291219516465,18.0,17.313708305358887,1.7313708305358888,0.0,0
0.36942119944212,0.9692314402882759,0.990619536280017,0.925242414175295,0.051499302649930266,0.9394095848432857,0.0,0.0,0.0,0.0,0
0.29571129707112964,0.9780652225372353,0.9894855894471548,0.8992954663501888,0.04721059972105997,0.9566115795368116,0.0,0.0,0.0,0.0,0
0.659065550906555,0.9402921388948025,0.9762584230680781,0.9116307053690343,0.10641562064156206,0.8841493064673626,4.0,7.656854152679443,0.7656854152679444,1.0,0
0.32287308228730827,0.9721534989589787,0.9859058571247593,0.8859314178086258,0.05801952580195257,0.945082425538185,2.0,5.656854152679443,0.5656854152679444,1.0,1
0.1973152022315202,0.9875377751763109,0.993710431754358,0.8660942622209745,0.030230125523012557,0.9752308574001779,2.0,5.656854152679443,0.5656854152679444,1.0,1
0.444560669456067,0.9336312031401205,0.9760189170769358,0.9444559923619907,0.08793584379358438,0.871667223476869,0.0,0.0,0.0,0.0,1
0.4620990237099024,0.9710648626209891,0.9858904603727487,0.8731236189707524,0.06903765690376569,0.9429669674171204,4.0,7.656854152679443,0.7656854152679444,1.0,1
0.6437238493723849,0.9607969787367644,0.9827164117995489,0.8780516590462376,0.0914923291492329,0.9231308343496945,0.0,0.0,0.0,0.0,1
0.5282775453277545,0.9456828857288697,0.9768571982337347,0.9193652729848049,0.09229428172942818,0.8943161203604824,6.0,9.656854152679443,0.9656854152679444,1.0,1
0.5555090655509066,0.9642416334997049,0.9854935230027061,0.8919684501676031,0.07723152022315202,0.9297619277741793,0.0,2.0,0.2,0.0,1
0.6355648535564854,0.9392679550673848,0.9788113305068581,0.9250137492831713,0.099721059972106,0.8822242914164669,0.0,0.0,0.0,0.0,1
0.2076011157601116,0.9907791342148893,0.9950017100290884,0.8120517508259034,0.02789400278940028,0.9816432927956056,2.0,5.656854152679443,0.5656854152679444,1.0,1
